127.0.0.1, 2012-10-12 11:01:02, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-10-12 12:39:52, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 303, 0.031000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/default/index, HTTP/1.1, 200, 0.145000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/css/calendar.css, HTTP/1.1, 200, 0.084000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/js/jquery.js, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/js/calendar.js, HTTP/1.1, 200, 0.044000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.029000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.041000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 200, 0.003000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/js/web2py.js, HTTP/1.1, 200, 0.006000
127.0.0.1, 2012-10-12 12:39:53, GET, /admin/static/css/styles.css, HTTP/1.1, 200, 0.020000
127.0.0.1, 2012-10-12 12:39:54, GET, /admin/static/images/header_bg.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-10-12 12:39:54, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-10-12 12:39:54, GET, /admin/static/images/menu.png, HTTP/1.1, 200, 0.027000
127.0.0.1, 2012-10-12 12:39:54, GET, /admin/static/images/start.png, HTTP/1.1, 200, 0.031000
127.0.0.1, 2012-10-12 12:39:55, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-10-12 12:39:55, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 200, 0.015000
127.0.0.1, 2012-10-12 12:40:02, POST, /admin/default/index, HTTP/1.1, 303, 0.172000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.180000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 200, 0.046000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 200, 0.046000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 200, 0.085000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 200, 0.155000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 200, 0.027000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 200, 0.054000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 200, 0.058000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 200, 0.022000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 200, 0.037000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 200, 0.032000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 200, 0.041000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/images/save_icon.png, HTTP/1.1, 200, 0.012000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:02, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:03, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:03, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 200, 0.002000
127.0.0.1, 2012-10-12 12:40:03, GET, /admin/static/images/small_button.png, HTTP/1.1, 200, 0.018000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.128000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 304, 0.001000

127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:11, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:12, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:12, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:12, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:13, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.108000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:40:13, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:40:40, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.075000
127.0.0.1, 2012-10-12 12:40:55, GET, /admin/default/peek/home/controllers/default.py, HTTP/1.1, 200, 0.112000
127.0.0.1, 2012-10-12 12:41:02, GET, /home/default/index, HTTP/1.1, 200, 0.853000
127.0.0.1, 2012-10-12 12:41:03, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.031000
127.0.0.1, 2012-10-12 12:42:10, GET, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.122000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.105000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:17, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:42:52, GET, /blog/appadmin, HTTP/1.1, 404, 0.001000
127.0.0.1, 2012-10-12 12:43:00, GET, /home/appadmin, HTTP/1.1, 200, 0.662000
127.0.0.1, 2012-10-12 12:43:01, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:43:08, GET, /home/appadmin/insert/db/post, HTTP/1.1, 200, 0.855000
127.0.0.1, 2012-10-12 12:43:08, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:43:28, GET, /home/appadmin, HTTP/1.1, 200, 0.700000
127.0.0.1, 2012-10-12 12:43:49, GET, /home/appadmin/select/db, HTTP/1.1, 200, 0.723000
127.0.0.1, 2012-10-12 12:43:49, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:44:50, GET, /home/appadmin/insert/db/auth_user, HTTP/1.1, 200, 0.218000
127.0.0.1, 2012-10-12 12:44:50, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:45:43, POST, /home/appadmin/insert/db/auth_user, HTTP/1.1, 200, 0.344000
127.0.0.1, 2012-10-12 12:45:43, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:45:51, GET, /home/appadmin/select/db, HTTP/1.1, 200, 0.227000
127.0.0.1, 2012-10-12 12:45:52, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:46:17, GET, /home/appadmin/index, HTTP/1.1, 200, 0.766000
127.0.0.1, 2012-10-12 12:46:17, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:46:20, GET, /home/appadmin/insert/db/post, HTTP/1.1, 200, 0.227000
127.0.0.1, 2012-10-12 12:46:20, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:46:38, POST, /home/appadmin/insert/db/post, HTTP/1.1, 200, 0.716000
127.0.0.1, 2012-10-12 12:46:38, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:46:54, POST, /home/appadmin/insert/db/post, HTTP/1.1, 200, 0.745000
127.0.0.1, 2012-10-12 12:46:54, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:47:03, GET, /admin/default/peek/home/controllers/default.py, HTTP/1.1, 200, 0.213000
127.0.0.1, 2012-10-12 12:47:06, GET, /home/default/index, HTTP/1.1, 200, 0.174000
127.0.0.1, 2012-10-12 12:47:07, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:49:10, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.120000
127.0.0.1, 2012-10-12 12:49:18, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.114000
127.0.0.1, 2012-10-12 12:49:25, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.114000
127.0.0.1, 2012-10-12 12:50:37, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-10-12 12:51:48, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.137000
127.0.0.1, 2012-10-12 12:52:22, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.120000
127.0.0.1, 2012-10-12 12:52:36, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.051000
127.0.0.1, 2012-10-12 12:53:23, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.134000
127.0.0.1, 2012-10-12 12:53:27, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.115000
127.0.0.1, 2012-10-12 12:55:51, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.100000
127.0.0.1, 2012-10-12 12:55:59, GET, /home/default/index, HTTP/1.1, 200, 0.186000
127.0.0.1, 2012-10-12 12:55:59, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/default/index, HTTP/1.1, 200, 0.224000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/css/calendar.css, HTTP/1.1, 200, 0.045000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.041000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/css/web2py.css, HTTP/1.1, 200, 0.037000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.067000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/js/calendar.js, HTTP/1.1, 200, 0.070000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.037000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/js/web2py.js, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.012000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/js/share.js, HTTP/1.1, 200, 0.013000
127.0.0.1, 2012-10-12 12:56:06, GET, /home/static/css/web2py_bootstrap.css, HTTP/1.1, 200, 0.019000
127.0.0.1, 2012-10-12 12:56:07, GET, /home/static/images/facebook.png, HTTP/1.1, 200, 0.004000
127.0.0.1, 2012-10-12 12:56:07, GET, /home/static/images/twitter.png, HTTP/1.1, 200, 0.004000
00
127.0.0.1, 2012-10-12 12:56:30, GET, /home/default/view_posts, HTTP/1.1, 404, 0.092000
127.0.0.1, 2012-10-12 12:56:35, GET, /home/default/view_post, HTTP/1.1, 303, 0.078000
127.0.0.1, 2012-10-12 12:56:35, GET, /home/default/index, HTTP/1.1, 200, 0.110000
127.0.0.1, 2012-10-12 12:56:35, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:57:13, POST, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.072000
127.0.0.1, 2012-10-12 12:57:17, GET, /home/default/index, HTTP/1.1, 200, 0.164000
127.0.0.1, 2012-10-12 12:57:18, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:57:57, GET, /home/default/view_post/1, HTTP/1.1, 200, 1.518000
127.0.0.1, 2012-10-12 12:57:57, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:00:56, GET, /home/default/index, HTTP/1.1, 200, 0.483000
127.0.0.1, 2012-10-12 13:00:56, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:00, GET, /admin/default/peek/home/views/default/index.html, HTTP/1.1, 200, 0.133000
127.0.0.1, 2012-10-12 13:02:06, GET, /admin/default/edit/home/views/default/index.html, HTTP/1.1, 200, 0.202000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/default/edit/home/views/default/index.html, HTTP/1.1, 200, 0.138000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 304, 0.012000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.009000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:10, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 13:02:18, POST, /admin/default/edit/home/views/default/index.html, HTTP/1.1, 200, 0.062000
127.0.0.1, 2012-10-12 13:02:24, GET, /home/default/index, HTTP/1.1, 200, 0.416000
127.0.0.1, 2012-10-12 13:02:24, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 13:02:28, GET, /home/default/view_post/1, HTTP/1.1, 200, 0.337000
127.0.0.1, 2012-10-12 13:02:28, GET, /home/static/js/share.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 13:02:37, GET, /admin/default/design/home, HTTP/1.1, 200, 0.576000
127.0.0.1, 2012-10-12 13:02:37, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 13:02:37, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 13:02:37, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 13:02:37, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 13:02:37, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
